Text,Sentiment
"El numero 995874239 quiere comunicarse contigo, si deseas llamalo.",positivo
Quien es ,positivo
"Recien estoy empezando a tratabajar , nose preocupe yo ya me acerco a la ofiicina",positivo
"El numero 988437160 quiere comunicarse contigo, si deseas llamalo.",positivo
Yo estoy al dia en mis pagos. El ultimo pago lo hice el 29.08.2020,positivo
Estoy mal me ha dado covi y estoy llamando a este número por favor ,positivo
Explícate xk no te entiendo de qué es,positivo
Pague el mes de julio,positivo
"El numero 979563704 quiere comunicarse contigo, si deseas llamalo.",positivo
Yo pago el 15 de cada mes y dej¿ de hostigar ok,positivo
quiero comunicarme con usted,positivo
Puedo pagar 20 dolares mensuales ,positivo
Yo pague campo fe de 30 de agosto y 1 cuota de mantenimiento,positivo
llecer con covid-19 (Edilberta Llancari de mora) y yo también estoy,positivo
"El numero 983902912 quiere comunicarse contigo, si deseas llamalo.",positivo
No es mi saldo ,positivo
Si ya se mi cronograma ,positivo
r todo tienen alguna agencia en lima x q no puedo depositar si sabe,positivo
 yo ya cancele y si la van a seguir jodiendo mejor les devuelvo su ,positivo
Señores de efectiva esta bien qué me reprogramaron pero no me avisaron nada cuando llamaba me decian tal dia llamé llamaba i me decian que me van avisar ,positivo
"El numero 966844930 quiere comunicarse contigo, si deseas llamalo.",positivo
Listo ,positivo
esta deuda de mi espacio q ya pague en su momento  ,positivo
"El numero 942901065 quiere comunicarse contigo, si deseas llamalo.",positivo
Si verifican ya cancele deuda,positivo
Ya pague no tengo nada q pagar,positivo
cribeme al Tef: 990074670 Whatsapp: https://bit.ly/2JNZOEe -Si no deseas recibir mas mensajes escribe a privacidad@efectiva.com.pe ,positivo
Hla ya Page la cuota ,positivo
El día de ayer,positivo
Yo ya términe de cancelar hace tiempo,positivo
"Srs.Yo le pedi a mi analista me reprograme mis cuotas,x q no estoy en condiones d pagar..Por favor..Dni 03576820.",positivo
Ya page el mes de agosto diaqui me toca pagar el 20 de setiembre,positivo
Como hago para que me vuelvan a instalar,positivo
Sres. Mi unico tel¿fono personal es este no tengo mas numero por favor no llamar a numeros que no son mios,positivo
"El numero 985541399 quiere comunicarse contigo, si deseas llamalo.",positivo
Hola buenos dias por favor realizaré el pago entre el 15 L 18 de setiembre por favor si tengo antes estaré mortizando gracias y disculpe la demora ,positivo
Que beneficio?,positivo
Ya pagué en la mañana.,positivo
Como no entiendo,positivo
Ya ecanselado el día 5,positivo
Disculpa cuantas cuotas faltan. Por he ido ha pagar y no aparece cuotas,positivo
Pero q cuota es eso,positivo
Señor lo estoy llamando  y ud me corta la llamada,positivo
Cancele ayer 3 en un kasnet,positivo
Cuanto es mi deuda total,positivo
 Por favor conteste  llamada  ya cancele,positivo
"El numero 951463826 quiere comunicarse contigo, si deseas llamalo.",positivo
Sin falta y estoy. Aldia,positivo
Amigo cual    la deuda ,positivo
Buenas tardes el mes pasado cancele el pago no debia nada ,positivo
Ola kiciera una cuenta para aser un deposito x k esto lejos un favor ,positivo
Buenas necesito un link para deposito ,positivo
"En tiempos de emergencia, FINANCIERA EFECTIVA con EJERCITO DEL PERU. Le brinda facilidades para un prestamo convenio, seguro y en cuotas. Comunicate o es",positivo
Muchas gracias que Dios me lo bendiga,positivo
"iado interes,motovo por el cual mi indignacion,lo cual no sucede en otras entidades bancarias,mi persona constato dicho mal trato con el analista,Cesar V",positivo
Yo ya cancele la letra ya le envié el baucher  solo me falta una letra no sé por qué me van a enviar notificacion recién  el catorce se me vende la ultima letra,positivo
Estan equivocado con El monto no es asi yo no voy a pagar esa cantidad es un error voy a conversar con mi analista,positivo
Buenas tardes de q deuda es esto??,positivo
hoy ire a pagar,positivo
No me llega el código aún,positivo
Deuda hipoteca en banco de credito,positivo
Puede llamar al 963720184,positivo
"No tengo trabajo, no podré pagar ese monto, podría pagar 5000 soles",positivo
Estoy esperando mas de una semana mi clave y no me llega,positivo
Cual es tu oferta,positivo
Si voy ha ha realizar el pago pero me estan haciendo demorar con mi,positivo
Hasta que horas atiende en la oficina de santa,positivo
"El numero 945752423 quiere comunicarse contigo, si deseas llamalo.",positivo
No tengo código,positivo
Señores yo ya pagué por favor no estén molestando yo se las fechas que pago ,positivo
De que entidad es ,positivo
"El numero 995888117 quiere comunicarse contigo, si deseas llamalo.",positivo
El lunes estoy acercando a pagar ,positivo
"Quien es usted para denunciarlo, haré las investigaciones necesarias. Yo ya pagué ",positivo
Por se caso yo pague por adelantado,positivo
Buenos días mande un correo con el monto y la cuenta de los gastos ,positivo
Hasta que hora atienden ceres,positivo
De k empresa ????,positivo
"Es mas, hace un mes Cencosud me dio una tarjeta que No he usado",positivo
"equipos?, solo sera el routers.",positivo
Activa descuento clik,positivo
"El numero 968167832 quiere comunicarse contigo, si deseas llamalo.",positivo
Gracias lo haré para aclarar situaciones.,positivo
Estoy llamando pero sale apagado,positivo
Hola me podria decir que joya es ,positivo
"El numero 951461484 quiere comunicarse contigo, si deseas llamalo.",positivo
 De q banci es,positivo
Jajjaa 4000 jajjajaja.mi saldo capital es de 900.y no tengo plata para pagar....cobrense del seguro,positivo
Puedo pagar por agente ,positivo
cancelado la deuda,positivo
Tengo un familiar hospitalisado x favor,positivo
Hoy BCP,positivo
Con qui¿n me comunico?,positivo
Ok amor gracias,positivo
Hola porfavof necesigo comunicarme urgente 984594584 924138602,positivo
No puedes pagar antes  x motivo del fallecimiento de mi padre,positivo
roducto que han sido devueltos hace 1 mes y medio de la campaña 7 ya pague y hasta ahora no me descuenta y de la campaña 10 igualmente llego 13 productos,positivo
El dia lunes estare cancelando por motivi de k no hay sistema en el lugar donde vivi,positivo
ESTAN QUE ME LLAMAN A CADA RATO,positivo
"Buenos días ya deposite el 25 de agosto apenas me depositan, inmedi",positivo
Hola llamo y no contestan ,positivo
De lo cual ya pague el mes de agosto,positivo
Buenas tardes le escribe la sra luz robles el motivo de no haber ido a pagar es por salud Pero porfavor el dia jueves ire a pagar del dia sabado q paso y,positivo
Si digame ,positivo
De cuota me dice si ya pague el 4 de septiembre 2020,positivo
Ya la otra semana pago,positivo
Pero pague de tres semanas,positivo
de k debo amiga o amigo de mi,positivo
Un favor me lo pobrian de reprogramalo mi prestamo  de lod mes de agosto  y setiembre,positivo
Srs ya se realizo el deposito ,positivo
No tengo pla ta voy arrobar para pagar,positivo
Y mi analista me dijo q pagué el martes sin intereses,positivo
YA PAGUE,positivo
"Ok, mas tarde llamare.",positivo
"El numero 945733444 quiere comunicarse contigo, si deseas llamalo.",positivo
Váyase al diablo que cuota si no debo nada,positivo
"Hola, te quise llamar pero no tengo saldo, llamame  51987898874.",positivo
Ya lo pago,positivo
Donde queda su tienda en cajamarca  ,positivo
Ya me acerco,positivo
A qué hora vendran para coordinar recojo,positivo
Si lo sé pero no tengo trabajo recién he pagado más de 600 ,positivo
"El numero 972653426 quiere comunicarse contigo, si deseas llamalo.",positivo
Tengo el producto  de avon  muchas clientas  estan enfermas  y no recibieron mi producto,positivo
Buenos días  hoy día  voy a cancelar  mi cuota  gracias ,positivo
"El numero 937493192 quiere comunicarse contigo, si deseas llamalo.",positivo
Y no se porque ahora me dicen los 15 yo mi linea me lo puse el 26 no el 15 ,positivo
Ya ok gracias,positivo
BANCO USURERO QUE DESEAS EN PANDEMIA APROVECHARTE YA DESPERTAMOS NI MAS PRESTAR A ESTOS TERRORISTAS DEL PUEBLO CECILIA PRESIDENTA O ANTAURO PARA FUSILAR ,positivo
Invoco a la resolucion 1820_2020 por favor por encontrarte en situacion muy critica muchas gracias.,positivo
Yo pague en agosto,positivo
"El numero 948626560 quiere comunicarse contigo, si deseas llamalo.",positivo
Okey mañana stoy cancelando x favor,positivo
Que cuota?? Dame numero de cuenta para pagarte ,positivo
Señorita buenas tardes a mi hace unas semanas me enviaron un mensaje diciendo q ya ne realizaron mi descuento del producto q devolvi y q solo tenia q pag,positivo
Buenos dias.  Ya pague el dia de ayer 1 septiembre.,positivo
"El numero 959489947 quiere comunicarse contigo, si deseas llamalo.",positivo
Cuanto es el descuento q tengo ,positivo
Ya pague una letra,positivo
Cuanto tengo que cancelar.. ,positivo
oferton sobre q??,positivo
Confirmar direccion  de recojo ,positivo
",ya pague todo no te debo ni un sol ",positivo
"El numero 996921695 quiere comunicarse contigo, si deseas llamalo.",positivo
 préstamo para cambiar de negocio.   Como hago Yo he sido una persona puntual  con mis cuota e incluso me adelantava mis cuota. ,positivo
No existe telefonica tmr ni para engañar son bueno,positivo
Pague,positivo
Mi analista nunca me a llamado para ver mi caso yo lo llamé qué esperara me dijo ,positivo
"El numero 950073437 quiere comunicarse contigo, si deseas llamalo.",positivo
Hola de k es eso,positivo
Mañana por la mañana,positivo
Pero den pz un plazo de 2 semanitas para poder juntar pz x fis,positivo
Por Dios el.dia de hoy me han llamado por lo menos unas 20 veces de,positivo
No tengo trabajo ni bono en cuarentena gracias,positivo
Como estas?,positivo
Aum estamos 03/09 ,positivo
Cuota de que?,positivo
Ya Page ayer,positivo
De qué?,positivo
"Buenas tardes,  e dado de baja si mal no recuerdo A inicios de año o finnde año 2019, yo ya no ando en lima, y la casa donde ando esta alquilada a otra persona",positivo
"Sra buenos dias, voi a tratar de reunir 150 para el viernes, mas no creo ",positivo
Para que?,positivo
"Por favor mil diaculpas ,ahora pago en la  tarde . Gracias",positivo
Buenos días Cuanto es la deuda de los meses atrasados ? ,positivo
Rrprogramar  mi  pago  por  salud,positivo
"El numero 942803185 quiere comunicarse contigo, si deseas llamalo.",positivo
Hola.como puedo hacer.para.refinanciarlo encuotas,positivo
Donde pago,positivo
 no tengo dinero ni para comer,positivo
Código para pagar,positivo
Necesito darme de baja,positivo
 enferma con el mismo mal pf le pido que me reprogramen gracias por,positivo
"El numero 998911563 quiere comunicarse contigo, si deseas llamalo.",positivo
No debo nada mas bien necesito mi carta de no adeudo,positivo
De q dueda,positivo
Quiero saber si pagaron la letra yo estoy enfermo por fabor me responde,positivo
Bcp no acepta estoy pagando,positivo
"El numero 939711078 quiere comunicarse contigo, si deseas llamalo.",positivo
toy tratando hace días y sigue el mismo problema,positivo
No me descuentan en mi boleta?,positivo
"El numero 979068446 quiere comunicarse contigo, si deseas llamalo.",positivo
Si gracias x el recordatorio hoy cancelo,positivo
"A qué carajo se refiere que soy referido solidario, y contesté",positivo
Achuaman@kobsa.com.pe,positivo
Buenas tardes. De cuanto es el dscto,positivo
Debora ?,positivo
Buenas soy la sra.zoila alarcon,positivo
"Indicar de qué deuda hablan, remitir monto y detalle",positivo
LLAMO (1 VEZ) EL DIA 19/02/2020 A LAS 12:56 HRS. EL NUMERO 938960434.,positivo
Con cual azteca,positivo
"El numero 995055631 quiere comunicarse contigo, si deseas llamalo.",positivo
Se lo compre a mi cuñado hace 2 meses,positivo
Que no me importa,positivo
no me recargues tanto x gusto x k no voy a pagar nada,positivo
X519224764,positivo
Quien es Alipio?,positivo
q deusa si yo no devo nada debe aber un herror espesifikese xfavor,positivo
Soy antonio martinez por favor dejen de estar mandando sms,positivo
Ya cancele pero no el monto del acuerdo sean mas sinceros y no llamen para acuerdos falsos,positivo
Srta estoy pagando el lunes sin falta,positivo
Quién eres exactamente.?,positivo
Ustedes tiene duedas millonarias asi q tu 1 ve a pagar,positivo
Que sigo reportado???,positivo
enas tardes,positivo
Siempre me molestan 😬,positivo
No contesta nunca,positivo
No quiero pagr pues,positivo
Nunca la señora recibio ningun producto de esa Empresa y el Cel. Lo tengo yo desde hace 2 años.,positivo
Qqqq tan locos dementes enfermos,positivo
Ya pague señores q quieren mas?,positivo
Si no te identificas te voy a denunciar por mandar este tipo de mensajes,negativo
pondre mi denuncia a la comisaria,negativo
quién es el dueño de este numero y no jodan,positivo
reportar mal su servicio. Y nunca se apersonaron es mas si persisten en eso me iré a INDECOPi x cobrar indebidamente un servicio q en su oportunidad se,negativo
Que mierda tienes basura concha tu mare los boy a denunciar por este mensaje a este numero hdp,negativo
si me siguen molestando l9s denuncio,negativo
o me voy a quejar,positivo
Quien es César Leyton siempre llaman y preguntan x el . Les denunciare por estar molestando,negativo
será bloqueado,positivo
"No vayas a ser estafador, te voy a reportar",positivo
y usteds sigen molestando apesar que indecopi esta al tengo de mi caso,negativo
Que mierda quieren voy a denuncia este numero,positivo
"Ni los conozco, a ustedes los denunciare",negativo
"Señores dejen de molestar, ya tenemos in arreglo con Claro, de seguir con éste acoso los denunciante. Gracias",negativo
si sigue con esto tendre que denunciar,negativo
reclamos,positivo
Se estan confundiendo de numeroo borren de su listaa o los voy a denunciar,negativo
Un numero mas a mi denuncia... No tiene derecho a molestar con mensajes que yo no autorice,negativo
no debo los voy a denunciar al indecopi x enviar estos mensajes,negativo
Vamos a proceder con una denuncia x hostigamiento,negativo
No soy claro y. Mucho menos tengo una cuenta los denunciare,negativo
deje de molestar o los denuncio,negativo
Seran acreedores de una contrademanda por incumplimiento de contrato expediente Indecopi,negativo
R QUISPE PALOMINO pertenece a mi empresa. Por lo cual hoy tomare accciones legales por pertubar mi tranquilidad.,negativo
Ya pagueeee y ya le envie la carta no adeudo me voy a quejar con indecopi si siguen enviandome mensajes,negativo
No se de que clase de empresa ustedes son pero yo no e dado ninguna orden lo unico que hacen es acosar a la gente yo los voy a demandar como veran yo no,negativo
"Señores por favor verificar titularidad de la linea, no me envien mensajes sin saber quien es el titular y eso lo pueden ver en osiptel, procederé a denu",negativo
Señores voy a ir a poner mi denuncia a ese número que me están mand,negativo
"Y como les voy a decir que yo no tengo asuntos comerciales, ni financieros con ustedes, creo que voy a tenerlos que denunciar por hostigamiento",negativo
